Marital_Status,Application_Mode,Application_Order,Course,Daytime_Evening_Attendance,Previous_Qualification,Previous_Qualification_Grade,Nacionality,Mothers_Qualification,Fathers_Qualification,Mothers_Occupation,Fathers_Occupation,Admission_Grade,Displaced,Educational_Special_Needs,Debtor,Tuition_Fees_Up_to_Date,Gender,Scholarship_Holder,Age_at_Enrollment,International,Curricular_Units_1st_Sem_Credited,Curricular_Units_1st_Sem_Enrolled,Curricular_Units_1st_Sem_Evaluations,Curricular_Units_1st_Sem_Approved,Curricular_Units_1st_Sem_Grade,Curricular_Units_1st_Sem_Without_Evaluations,Curricular_Units_2nd_Sem_Credited,Curricular_Units_2nd_Sem_Enrolled,Curricular_Units_2nd_Sem_Evaluations,Curricular_Units_2nd_Sem_Approved,Curricular_Units_2nd_Sem_Grade,Curricular_Units_2nd_Sem_Without_Evaluations,Unemployment_Rate,Inflation_Rate,GDP,Target
1,17,6,9119,1,6,132.5,7,14,6,0,18,142.7,1,0,1,1,1,1,24,1,2,3,27,14,7.7,3,10,7,15,12,12.2,0,9.3,-0.0,-1.91,Graduate
1,17,9,9085,1,10,139.4,21,6,15,13,19,129.6,1,0,0,0,1,0,29,0,6,6,28,6,14.9,8,2,6,18,9,9.1,3,7.7,2.9,-1.77,Dropout
1,10,0,9070,1,4,140.0,3,5,10,18,6,125.7,1,0,0,1,1,0,53,0,0,3,14,7,11.6,5,4,12,0,13,12.0,3,7.6,1.3,2.82,Graduate
1,10,9,33,1,2,123.4,5,29,6,5,9,143.8,1,0,0,1,0,1,24,0,12,13,9,1,12.2,7,5,11,20,12,13.5,3,15.3,-0.4,-3.37,Graduate
1,1,4,33,1,14,114.0,18,21,6,11,2,141.2,0,0,0,1,1,0,45,0,0,14,13,7,16.9,8,5,18,27,7,8.0,1,7.9,2.9,-3.37,Dropout
2,16,8,9085,1,10,129.3,17,12,15,6,18,117.4,1,0,0,1,1,0,43,0,12,18,8,0,7.4,8,8,12,23,2,9.0,6,14.5,3.1,1.77,Enrolled
1,7,2,9238,0,2,143.0,1,23,29,9,16,142.6,1,0,0,0,0,0,25,0,5,16,9,9,18.0,6,3,16,21,2,11.4,3,11.9,3.4,-2.16,Graduate
1,10,8,9119,1,5,126.5,16,14,25,9,7,105.4,0,0,0,0,1,0,30,0,11,17,7,7,6.9,9,5,14,13,6,11.1,9,10.9,-0.6,-0.04,Enrolled
1,15,4,9238,0,6,138.9,15,10,19,12,17,133.0,0,0,1,1,0,0,27,0,5,0,17,7,3.3,1,2,13,19,12,8.7,5,16.0,1.3,-0.59,Dropout
5,10,8,9238,1,5,129.6,13,27,14,6,6,131.4,0,0,0,1,1,0,41,0,3,8,17,0,14.5,5,5,18,9,11,4.6,8,15.0,1.9,0.14,Enrolled
1,7,9,33,1,6,106.7,7,2,3,18,6,141.9,1,0,0,1,1,0,39,0,9,15,11,0,9.2,7,9,2,16,11,12.3,4,9.1,3.0,-3.41,Graduate
1,1,5,9147,1,6,108.0,3,14,14,0,19,132.0,0,0,0,1,1,1,26,0,2,19,20,6,6.2,3,12,17,13,0,7.0,4,12.4,2.0,-1.19,Graduate
1,7,8,9003,1,3,153.4,13,7,21,14,15,123.8,1,0,0,1,1,1,23,0,9,5,17,5,4.4,8,0,16,0,8,8.2,4,8.4,1.3,0.79,Dropout
6,1,6,9070,1,3,112.5,16,17,11,13,14,124.8,0,0,0,1,0,0,29,0,0,16,16,3,14.8,7,14,19,21,8,9.5,4,12.4,2.6,-2.37,Graduate
1,2,6,171,1,12,120.4,1,20,10,12,13,162.0,1,0,0,1,0,1,38,0,7,13,25,1,10.2,0,11,4,20,1,8.4,4,8.1,1.3,-2.92,Graduate
2,1,7,9238,1,3,143.8,1,8,15,6,15,128.1,1,0,0,1,1,1,34,0,7,17,10,8,11.2,7,12,10,20,3,11.9,8,12.6,0.5,-0.74,Graduate
3,2,6,9130,1,3,112.1,16,20,30,11,8,134.8,1,0,1,1,1,0,25,0,6,3,10,1,8.3,8,8,13,24,8,9.3,1,15.8,1.8,3.08,Enrolled
1,2,8,171,1,2,119.7,2,5,17,7,9,100.7,1,0,0,1,0,0,38,0,3,5,19,10,3.9,0,13,19,6,3,5.4,8,12.2,1.5,3.12,Graduate
2,1,8,8014,1,9,126.8,18,13,29,14,14,116.2,0,0,0,1,1,0,25,0,12,18,29,13,6.1,8,3,6,4,7,17.2,8,8.1,1.4,2.37,Dropout
1,15,5,9147,1,14,124.9,21,17,17,16,9,133.7,1,0,1,1,0,0,30,0,1,11,13,3,2.3,0,10,17,3,12,17.8,8,14.2,0.1,-2.11,Enrolled
2,5,6,171,0,14,115.4,18,6,33,11,1,106.0,1,0,0,0,1,0,28,0,6,14,0,2,6.1,9,13,4,15,12,1.3,9,10.0,3.0,1.19,Graduate
2,1,1,9085,1,4,127.1,5,19,21,12,4,134.1,1,0,0,1,1,0,33,0,7,4,19,1,16.4,6,9,1,19,12,12.1,5,7.8,-0.5,3.22,Dropout
1,10,8,9003,1,1,140.2,5,25,14,7,7,117.6,1,0,0,1,1,0,33,0,11,15,14,6,10.3,1,7,17,16,2,16.0,7,12.9,-0.6,1.08,Graduate
1,15,0,9119,1,6,128.2,8,3,10,9,5,113.6,0,0,0,1,1,0,40,0,12,9,27,4,0.8,3,8,8,29,3,17.1,9,14.5,-0.2,0.57,Enrolled
3,15,0,9085,1,5,120.1,9,28,23,6,5,117.5,1,0,0,1,1,1,29,0,4,12,19,9,13.8,7,7,2,1,13,14.6,3,11.3,-0.3,-3.17,Dropout
1,10,2,9238,0,2,144.2,14,26,14,1,0,146.9,0,0,0,0,0,1,52,0,8,9,5,8,13.8,7,12,5,7,12,16.1,4,15.4,3.2,1.6,Graduate
1,5,5,9147,1,6,155.6,13,8,22,15,15,131.3,0,0,0,0,1,0,34,0,9,4,25,3,13.7,9,13,6,6,0,6.4,7,13.1,2.8,1.75,Dropout
1,15,4,9147,0,1,144.3,18,15,28,3,17,115.2,1,0,0,0,1,0,46,0,7,16,4,12,11.1,6,14,14,19,12,15.0,9,12.6,0.5,-2.76,Graduate
2,2,1,9238,0,3,113.2,4,1,9,5,2,137.1,0,0,0,1,0,1,53,0,13,18,12,1,0.6,3,14,3,27,3,11.0,0,10.2,0.4,-1.04,Graduate
2,17,8,9003,1,4,113.5,18,23,23,6,6,137.8,1,0,0,1,0,1,17,0,12,19,8,11,6.9,3,4,5,0,13,7.7,7,9.8,1.0,0.24,Graduate
1,5,9,33,1,3,136.6,20,16,7,18,11,122.0,1,0,0,1,1,1,30,0,3,16,9,5,5.9,5,6,3,3,5,14.6,8,9.5,1.5,-2.18,Graduate
1,16,3,171,1,6,132.6,15,4,24,3,9,139.5,1,0,0,1,1,0,26,0,9,0,7,0,0.4,9,3,19,11,9,4.0,8,15.6,0.7,3.38,Dropout
1,10,3,9130,1,4,111.6,7,8,9,9,9,140.1,1,0,0,1,1,0,21,0,8,19,5,14,1.5,4,4,18,14,12,17.1,4,12.9,3.3,-2.8,Enrolled
2,5,4,9238,1,1,134.3,13,10,7,3,8,138.1,1,0,0,1,0,1,38,0,0,19,12,1,7.6,8,13,4,24,10,8.3,3,12.3,-0.6,3.24,Graduate
1,1,7,9130,1,5,131.5,2,30,23,19,10,118.2,1,0,0,1,1,1,45,0,11,6,26,6,15.9,4,6,11,14,10,15.3,8,9.9,3.5,-2.81,Dropout
2,17,9,171,0,5,152.2,9,16,25,4,18,111.7,1,0,0,1,1,1,48,0,13,5,21,10,17.3,5,12,0,19,6,4.4,0,10.2,1.8,-0.31,Enrolled
1,5,3,9003,1,12,123.5,5,30,22,13,7,105.0,1,0,1,0,1,1,47,0,12,0,5,6,13.4,7,2,6,16,5,16.1,5,9.5,3.5,3.41,Enrolled
5,2,4,33,1,10,150.8,1,10,7,10,17,118.5,0,0,0,1,1,0,53,0,8,10,19,13,4.1,9,0,8,9,3,9.8,9,8.4,2.3,-2.58,Graduate
1,17,3,9119,1,10,151.5,19,11,6,1,3,122.2,1,0,0,1,1,0,49,0,0,16,13,13,16.6,3,2,2,13,14,4.9,5,15.3,-0.1,1.52,Enrolled
1,1,5,9003,1,5,119.9,20,34,22,8,1,123.3,1,0,0,1,1,0,46,0,4,13,20,4,17.6,9,14,9,28,11,10.8,2,12.2,2.3,-0.2,Enrolled
1,7,2,9130,0,10,135.3,19,16,33,11,12,126.4,1,0,0,1,1,0,49,0,12,11,29,5,7.7,9,4,10,23,13,1.3,4,13.6,3.6,-0.87,Graduate
5,10,7,9147,1,14,126.8,13,19,21,0,13,149.5,1,0,1,1,1,0,26,0,4,17,3,3,9.4,1,1,1,8,7,6.5,8,11.3,1.4,-0.91,Enrolled
4,17,5,9147,1,9,126.2,6,4,11,14,19,122.6,1,0,0,1,1,1,51,0,7,18,1,1,6.2,1,8,14,14,6,9.5,9,7.5,3.1,0.16,Dropout
1,10,9,8014,1,1,133.7,10,31,13,5,14,126.4,0,0,0,1,1,0,44,0,10,17,20,13,15.3,9,1,0,11,14,9.5,8,11.2,3.7,1.75,Graduate
2,5,4,9070,1,9,118.2,11,34,3,16,12,103.4,1,0,0,1,1,0,25,0,10,16,27,11,5.4,4,4,14,18,0,11.1,6,7.4,0.7,-1.59,Enrolled
3,15,1,9085,1,10,106.1,16,26,13,14,5,156.0,1,0,0,1,0,1,27,0,4,1,28,12,2.0,1,5,12,12,0,0.8,4,15.5,1.1,3.48,Graduate
2,1,9,9085,1,3,122.0,1,6,34,13,19,109.9,0,0,1,1,1,0,43,0,12,15,28,6,8.2,1,13,8,17,10,13.8,6,10.1,0.4,2.81,Graduate
1,7,9,9238,1,12,147.7,19,33,28,18,5,117.8,1,0,0,1,1,1,48,0,11,16,0,13,3.1,3,0,19,20,12,1.7,9,8.4,3.4,-0.34,Dropout
1,1,6,9130,0,10,127.0,5,27,34,8,0,136.0,1,0,0,1,1,0,37,0,7,9,13,10,7.8,6,9,16,0,8,16.9,1,9.0,2.0,-0.01,Graduate
1,10,1,9085,1,2,129.7,6,12,32,2,14,130.2,0,0,0,1,1,0,28,0,0,6,24,13,10.5,0,1,9,19,8,9.9,7,15.2,2.6,1.42,Enrolled
4,1,0,9085,1,6,141.9,6,8,23,14,5,148.4,0,0,0,1,0,0,23,0,9,4,15,13,14.4,4,3,0,21,8,17.6,6,8.9,0.1,-1.83,Dropout
5,7,6,9003,1,4,106.0,5,9,24,16,14,136.4,1,0,0,1,1,0,38,0,13,7,25,13,12.5,2,8,8,29,7,3.3,7,8.2,1.1,-0.28,Graduate
2,15,4,9119,0,3,136.6,6,1,1,1,14,125.9,0,0,0,1,1,0,48,0,2,11,27,9,13.3,2,13,18,6,14,14.0,1,12.6,2.1,-1.46,Dropout
1,5,0,9130,0,6,155.0,13,5,24,3,13,140.6,1,0,0,1,0,0,19,0,6,2,13,4,10.6,7,5,5,11,8,10.5,5,7.8,2.5,-0.84,Graduate
1,2,3,8014,1,14,131.4,1,7,3,13,9,142.1,0,0,0,1,1,0,28,0,14,0,8,8,1.5,3,1,19,17,0,15.0,1,11.2,2.2,2.01,Graduate
2,1,3,9119,1,12,101.2,1,18,17,10,7,118.4,1,0,0,0,1,0,29,0,5,3,8,6,15.8,5,0,18,28,12,0.9,7,13.1,2.4,-0.22,Enrolled
4,17,9,8014,1,2,128.9,14,24,7,11,3,139.5,1,0,0,0,0,1,38,0,10,10,1,13,12.6,9,11,11,9,1,6.6,1,8.3,2.0,2.26,Graduate
4,2,6,9130,1,14,139.2,8,26,10,15,5,124.1,0,0,0,1,1,0,54,0,4,4,10,1,14.2,0,7,10,13,8,11.9,0,14.0,0.1,-2.6,Enrolled
3,10,8,33,1,14,131.7,9,10,19,11,19,125.7,1,0,0,1,0,0,44,0,6,7,18,13,16.9,1,0,13,15,3,5.2,9,10.9,1.7,0.96,Graduate
2,5,1,33,1,14,134.1,10,12,24,1,16,128.9,1,0,0,1,0,1,21,0,14,1,28,0,17.4,7,1,11,24,9,16.4,8,13.4,3.2,2.46,Graduate
1,16,0,9085,0,5,135.9,6,22,9,6,6,122.0,1,0,0,1,1,0,46,0,12,5,23,2,17.3,5,1,12,28,10,13.9,5,9.3,-0.3,-2.65,Graduate
1,5,1,9238,1,6,116.0,9,27,15,2,11,121.4,0,0,1,1,1,0,48,0,4,3,17,10,4.9,7,11,6,11,4,6.7,5,10.9,0.3,-0.43,Enrolled
4,1,6,9147,1,4,117.9,18,3,22,2,3,139.8,1,0,0,1,0,0,36,0,6,18,11,13,15.3,6,6,2,1,0,2.7,5,11.3,1.2,2.79,Graduate
2,17,9,9003,1,9,124.5,15,18,17,12,13,107.1,0,0,0,1,0,0,36,0,9,10,5,7,17.3,5,2,6,20,13,12.1,0,9.7,-0.5,3.14,Dropout
1,15,5,9085,1,2,135.9,4,5,19,6,3,113.2,1,0,1,1,0,0,25,0,2,8,8,5,12.7,2,5,15,6,10,13.0,7,14.1,0.9,1.73,Enrolled
1,5,3,9070,1,9,112.2,2,14,9,4,15,135.8,0,0,0,0,1,0,23,0,5,4,6,13,12.9,4,14,0,29,1,4.9,3,8.6,1.1,0.92,Dropout
2,1,0,33,1,2,160.8,6,25,19,4,0,126.1,1,0,0,1,1,0,23,0,1,17,2,1,15.9,6,14,14,15,1,1.6,0,13.0,2.9,-2.75,Graduate
1,1,0,9085,0,1,93.6,17,31,8,19,17,139.9,0,0,0,1,0,0,42,0,0,2,7,6,5.2,3,12,11,26,4,2.4,0,15.4,3.6,3.33,Graduate
1,2,4,9147,1,5,104.4,7,21,6,5,18,131.7,1,0,0,1,1,0,49,0,1,7,8,11,3.5,5,12,10,24,4,15.8,0,14.5,0.1,-3.94,Dropout
1,5,0,8014,0,2,138.3,20,20,21,12,9,109.7,0,0,0,1,1,1,47,0,3,5,20,7,7.9,0,14,0,14,8,6.8,6,13.9,0.1,0.03,Graduate
2,1,6,8014,1,10,137.0,15,14,29,6,4,127.8,1,0,0,1,1,0,30,0,10,7,14,11,17.1,1,9,2,6,11,14.4,5,8.3,3.3,-2.65,Graduate
2,2,0,171,1,10,128.9,21,20,34,1,12,133.9,1,0,0,1,1,1,51,0,9,16,7,11,1.1,7,14,10,21,4,7.2,6,13.8,3.2,3.1,Graduate
1,17,0,9003,1,1,140.1,2,30,12,8,5,130.0,0,1,0,1,1,0,46,0,5,1,23,3,8.0,5,0,5,21,9,13.8,6,10.4,3.5,0.95,Dropout
2,7,1,9238,1,4,138.5,21,20,32,18,3,120.9,1,0,0,1,1,0,51,0,10,4,16,13,12.4,9,6,12,15,7,15.1,4,7.9,3.0,2.59,Graduate
1,17,9,8014,1,12,130.0,12,7,6,1,15,123.4,0,0,0,0,0,0,35,0,4,13,17,7,11.7,5,14,17,4,7,5.9,6,13.3,1.7,-0.78,Graduate
1,16,2,171,1,5,134.0,10,5,17,12,7,119.7,1,0,0,1,1,0,25,0,7,0,27,12,14.6,7,2,13,8,2,17.9,1,7.6,1.8,1.53,Dropout
2,2,0,33,1,14,82.9,17,31,32,7,15,109.8,1,0,0,1,1,1,34,0,1,19,22,9,4.9,7,11,13,27,2,3.2,0,10.4,1.1,1.27,Graduate
2,2,8,8014,1,6,128.0,18,29,8,15,10,108.0,1,0,0,1,1,1,17,0,2,7,0,13,4.2,0,4,4,26,2,10.1,9,14.7,-0.8,2.46,Dropout
3,1,9,9238,1,3,129.3,16,15,29,0,0,132.1,0,0,0,1,1,0,33,0,1,11,29,3,14.9,8,2,11,9,4,12.0,4,13.2,1.4,-3.73,Enrolled
2,10,7,9085,1,5,158.7,10,25,31,10,17,115.7,0,0,0,1,0,0,38,0,9,16,13,2,14.9,3,3,2,19,0,2.8,0,11.7,3.2,0.01,Graduate
2,10,4,9147,1,1,117.6,8,13,19,7,3,134.5,0,0,0,1,1,1,28,0,1,1,3,7,4.5,1,9,10,29,9,0.6,6,14.9,-0.3,1.65,Enrolled
1,15,1,9070,1,10,129.5,21,24,9,19,10,119.3,1,0,0,1,1,1,34,0,3,2,6,1,7.9,2,3,0,17,14,2.1,1,13.7,0.1,3.38,Dropout
1,10,4,8014,1,6,151.4,13,15,28,0,19,109.9,1,0,0,1,1,0,18,0,11,6,13,3,8.1,6,10,15,16,7,2.6,4,11.2,-0.0,1.29,Graduate
1,2,5,9070,1,2,138.4,16,24,31,6,9,121.7,1,0,0,1,0,0,40,0,1,1,9,6,9.2,8,14,6,29,12,11.5,2,13.7,-0.7,0.47,Graduate
1,15,0,9070,1,4,130.4,8,26,19,8,15,154.2,1,0,0,1,0,0,20,0,14,18,20,0,15.1,6,14,2,3,4,17.5,0,14.9,-0.2,-0.16,Graduate
6,17,3,9070,0,4,144.4,12,19,33,1,9,125.8,1,0,0,1,1,1,39,0,1,19,1,1,10.9,0,14,2,13,3,8.9,9,8.3,1.2,-1.66,Enrolled
1,1,8,9119,1,12,118.1,17,24,26,18,4,135.4,1,0,0,1,1,1,20,0,2,10,2,11,9.3,5,3,16,16,10,14.3,2,8.8,2.8,-3.03,Graduate
4,17,1,9070,1,12,155.9,16,19,1,5,17,129.2,0,1,0,1,1,0,37,0,12,10,7,4,5.2,5,8,17,24,9,1.9,3,13.5,-0.6,2.92,Graduate
2,5,4,9119,1,5,139.6,9,17,11,4,10,108.7,1,0,0,1,1,1,43,0,0,15,15,8,0.7,4,10,14,28,2,6.3,8,8.5,1.1,-2.66,Graduate
3,16,0,9147,1,3,105.6,19,5,2,12,2,145.8,0,0,1,1,1,1,27,0,4,13,28,0,16.5,0,12,5,12,0,2.8,3,8.5,3.0,1.38,Graduate
1,16,3,9070,1,1,120.9,17,4,13,9,8,123.8,1,0,0,0,1,0,40,0,10,5,0,2,12.9,4,4,2,7,8,12.4,6,12.9,3.4,1.91,Graduate
2,2,3,171,0,6,97.6,8,22,34,0,14,110.0,1,0,0,1,1,0,43,0,3,1,11,5,1.3,4,9,15,3,12,17.3,5,11.8,-0.5,2.44,Dropout
1,2,5,9070,0,10,141.9,12,10,34,17,18,120.3,1,0,1,1,1,0,52,0,10,9,12,6,5.4,7,10,8,1,8,5.9,0,13.8,2.2,-1.64,Enrolled
1,15,9,9130,1,1,138.5,9,21,32,13,18,124.3,0,0,0,1,1,0,43,0,10,6,20,5,11.6,4,8,2,29,1,5.5,4,9.9,2.3,2.64,Graduate
2,1,8,9003,0,1,123.1,6,25,12,11,4,136.7,0,0,1,1,1,0,44,0,0,19,14,11,3.8,4,7,19,9,4,7.9,4,12.5,3.6,-0.23,Graduate
1,7,2,171,1,9,148.0,10,6,33,5,5,118.2,1,0,0,1,1,0,50,0,5,5,2,11,1.9,8,4,16,25,1,1.9,9,15.1,-0.7,-2.72,Graduate
1,2,8,9238,1,9,128.7,9,30,18,13,3,161.1,1,0,0,1,1,1,18,0,6,8,8,6,9.9,5,8,14,10,7,13.7,3,15.1,2.8,-3.28,Dropout
2,7,5,8014,1,2,169.4,4,29,5,16,11,114.8,1,0,0,1,1,0,42,0,12,0,5,7,5.9,8,10,9,5,10,16.5,1,12.9,2.0,-3.36,Enrolled
1,17,6,9147,1,3,112.0,11,11,19,6,4,135.0,1,0,1,1,1,0,31,0,14,3,4,9,14.9,9,10,17,5,0,1.6,8,7.2,-0.5,0.87,Dropout
5,7,9,9147,1,2,139.6,21,11,31,2,2,101.3,0,0,0,1,1,0,40,0,3,0,2,13,17.1,8,13,0,18,8,6.5,0,11.8,0.7,1.41,Graduate
6,10,1,9130,1,6,124.0,6,27,27,16,9,125.4,0,0,0,1,1,0,35,0,2,7,19,14,10.6,3,7,4,18,4,15.7,7,7.6,1.7,-0.58,Graduate
5,1,9,9130,1,10,119.8,18,19,15,9,12,131.8,0,0,0,0,1,0,23,0,8,7,11,10,12.8,2,8,0,22,6,2.8,5,15.9,-0.6,-2.7,Graduate
1,16,5,9130,1,10,127.4,4,22,4,2,3,112.4,0,0,0,1,1,1,33,0,10,8,7,5,17.7,6,12,3,10,2,12.4,8,16.0,2.4,3.12,Dropout
1,16,5,9130,1,1,135.5,12,28,19,15,7,146.5,0,0,0,0,1,1,20,0,14,11,13,0,4.1,3,9,10,22,5,3.5,3,8.0,3.1,-0.91,Graduate
5,7,1,9130,1,12,130.9,9,4,21,5,0,132.6,0,0,0,1,0,0,52,0,2,16,16,12,16.3,5,13,12,9,13,13.1,8,11.1,1.7,-3.48,Enrolled
1,16,1,33,1,10,140.2,15,19,1,3,19,122.9,1,0,0,0,1,0,46,0,4,11,13,13,10.1,5,5,9,24,8,11.8,2,14.8,2.3,-2.22,Enrolled
6,17,1,9085,1,12,139.1,9,17,20,19,1,132.5,0,0,0,1,0,0,30,0,4,10,22,3,3.4,7,12,11,29,14,17.2,3,8.0,2.0,0.51,Graduate
6,1,9,9147,1,12,151.8,6,23,22,8,3,119.3,0,0,1,1,1,0,36,0,6,15,16,0,5.2,8,11,19,5,8,10.0,8,12.0,-0.5,-0.46,Enrolled
4,10,0,9130,1,6,112.0,11,28,13,6,0,143.3,1,0,0,1,0,0,45,0,0,1,0,11,12.4,6,5,17,28,9,8.2,1,8.8,0.6,-0.25,Graduate
1,1,4,8014,0,3,106.6,7,11,1,15,6,140.2,0,0,0,0,1,0,42,0,10,14,3,13,16.6,5,7,8,13,0,9.3,1,11.4,3.0,-2.0,Enrolled
1,2,7,33,1,1,129.0,14,14,15,5,4,131.9,0,0,0,1,1,0,35,0,2,5,17,11,2.1,0,11,9,9,12,10.8,6,8.8,2.7,-4.05,Graduate
4,7,1,171,1,10,118.1,16,13,15,11,12,135.0,0,0,0,1,0,0,24,0,2,10,0,4,11.5,3,2,10,4,1,17.4,4,11.8,0.7,-2.99,Enrolled
1,1,4,171,1,14,143.1,15,24,14,2,12,107.8,1,0,0,0,1,0,54,0,14,4,23,7,6.8,1,9,2,25,9,1.1,0,10.7,1.5,3.05,Enrolled
1,17,7,9119,1,3,114.0,20,16,5,11,7,146.1,1,0,0,1,0,1,36,0,9,13,25,12,5.8,5,3,11,8,4,10.5,3,10.5,3.4,0.39,Graduate
2,16,9,9085,1,9,121.8,9,28,6,19,16,125.7,1,0,0,1,1,0,17,0,9,15,9,12,3.2,1,0,14,17,4,9.2,2,8.4,3.6,-2.81,Dropout
5,5,4,171,1,14,125.0,19,30,31,13,9,140.3,0,0,0,1,1,0,32,0,7,2,6,1,16.0,4,14,0,12,7,17.4,0,12.9,2.8,-2.64,Graduate
2,1,1,9130,1,6,156.5,12,27,26,13,9,136.7,1,0,0,1,1,1,17,0,2,2,24,4,6.6,6,12,8,17,10,14.1,4,7.6,0.4,2.88,Graduate
2,7,2,9147,0,3,161.6,11,17,25,8,1,140.1,0,0,0,0,0,1,51,0,6,14,17,13,8.0,5,9,2,26,14,15.7,2,15.4,-0.4,-2.43,Dropout
1,10,5,9119,1,6,112.9,8,26,15,3,5,113.4,0,0,0,1,1,0,24,0,12,8,25,12,3.7,3,1,6,19,4,1.4,3,7.5,3.2,-3.41,Dropout
2,16,4,9003,0,3,97.1,3,7,6,19,0,115.0,1,0,0,1,0,0,24,0,14,16,9,5,10.9,4,5,3,3,10,15.4,2,10.7,2.2,3.06,Graduate
6,10,3,33,1,12,121.4,19,15,1,14,17,156.2,1,0,0,1,1,1,18,0,8,3,5,12,7.9,5,1,1,9,11,13.6,1,9.6,3.0,-2.22,Dropout
1,7,3,9003,0,1,129.4,3,16,7,6,2,107.2,0,0,0,1,0,0,44,0,7,6,2,12,3.5,7,2,0,25,11,9.0,4,12.0,-0.5,2.52,Dropout
1,16,4,9003,1,10,129.4,3,21,4,19,6,112.7,1,0,0,0,1,0,47,0,5,11,4,14,5.6,9,10,7,9,14,5.7,2,7.2,1.7,1.85,Graduate
4,2,1,9130,1,5,128.7,6,17,1,18,15,127.6,0,0,0,1,1,0,32,0,13,15,8,2,7.0,3,0,13,19,13,6.4,6,11.0,3.1,-1.57,Dropout
2,16,8,9003,1,4,142.2,11,26,2,5,2,127.6,0,1,0,1,1,0,27,0,4,0,2,13,1.4,5,8,11,20,5,11.7,2,13.8,-0.5,3.34,Dropout
2,2,1,9003,1,1,124.0,20,20,34,18,5,120.0,0,0,0,1,0,0,30,0,6,4,24,13,0.9,8,10,0,26,0,1.7,4,14.3,3.4,3.01,Graduate
2,10,9,171,1,12,133.2,14,20,13,6,3,135.0,1,0,0,1,1,1,53,0,8,5,14,1,17.9,8,11,13,18,5,4.4,0,15.4,2.2,-1.75,Enrolled
1,10,1,9238,0,12,139.7,2,23,17,0,15,138.7,0,0,0,1,0,0,49,0,11,14,15,3,16.7,8,4,7,17,3,11.9,2,8.0,0.9,-2.38,Graduate
1,7,9,9119,1,5,133.3,12,5,10,6,2,126.8,1,0,1,1,1,0,24,0,5,16,28,9,10.7,3,4,7,11,9,5.3,0,12.0,2.2,-3.67,Dropout
3,2,8,9003,1,12,140.1,16,9,3,2,3,123.5,0,0,0,1,0,0,50,0,10,15,7,14,4.4,6,9,4,12,9,14.2,5,10.6,2.4,2.91,Dropout
3,10,2,9085,0,14,104.4,3,23,4,5,10,126.7,1,0,1,1,1,0,29,1,14,14,9,9,4.2,5,8,11,3,0,13.3,6,12.8,2.1,2.61,Graduate
4,2,9,8014,1,12,131.7,21,18,25,5,16,120.5,0,0,1,1,1,0,32,0,10,19,10,9,7.9,3,11,4,26,13,9.1,9,14.5,2.5,1.12,Enrolled
5,10,6,9119,1,9,133.4,16,29,29,10,18,104.9,0,0,0,1,0,1,52,0,1,11,24,12,7.0,9,4,8,10,13,14.2,0,12.4,-0.2,2.87,Dropout
1,16,3,9085,0,10,127.5,10,11,1,1,7,130.9,1,0,1,1,0,0,37,0,14,10,17,7,13.2,7,1,15,8,3,2.9,5,9.1,1.6,-1.88,Graduate
1,1,5,8014,1,1,121.0,20,8,30,5,13,137.0,1,0,0,1,1,1,33,0,7,3,3,1,7.3,6,1,3,27,13,14.7,7,9.9,0.6,-3.26,Graduate
3,17,3,9003,0,4,136.9,5,27,10,17,15,125.0,0,0,0,1,1,1,50,0,3,12,2,2,17.2,8,8,5,19,11,3.6,2,15.0,-0.2,1.85,Dropout
2,5,9,9238,1,14,131.8,13,2,29,13,18,97.6,1,0,0,1,1,1,34,0,5,10,21,11,4.6,8,6,3,10,14,12.4,2,13.0,2.4,3.33,Dropout
2,17,6,9070,1,14,129.2,12,23,32,11,15,119.6,0,0,0,1,1,0,52,0,13,18,7,1,0.5,5,4,0,9,9,12.5,2,12.4,1.9,-2.13,Dropout
3,16,0,9147,1,4,125.1,1,21,1,8,9,138.8,1,0,0,1,1,0,52,0,1,8,26,11,10.9,5,4,12,27,10,11.0,3,8.3,3.7,-2.38,Dropout
4,15,2,9085,1,12,125.7,20,10,17,12,14,108.3,1,0,1,1,0,0,21,0,12,9,22,0,17.8,8,11,12,9,13,9.8,3,10.1,3.0,3.05,Enrolled
1,17,2,9003,1,3,118.5,11,4,12,19,3,136.0,0,0,0,1,0,0,44,0,5,0,11,0,15.3,7,6,16,16,0,15.9,9,9.9,1.0,1.39,Graduate
1,1,0,9119,1,14,122.9,19,21,2,0,3,121.2,1,0,0,1,0,0,21,0,1,0,1,9,0.1,7,7,12,26,7,12.0,8,7.2,2.7,-1.92,Graduate
1,15,5,171,1,14,115.9,15,12,9,7,12,126.8,0,0,1,1,0,0,20,0,0,13,20,2,10.4,5,13,10,27,14,6.4,4,15.4,0.0,0.18,Dropout
2,10,8,9003,1,1,124.2,18,14,12,8,11,118.1,0,0,0,1,1,0,19,0,10,15,3,0,8.2,2,8,17,9,8,14.1,3,10.0,1.3,-0.44,Dropout
1,5,7,9070,0,5,135.5,16,20,25,16,14,112.2,1,0,0,1,1,0,49,1,4,9,11,7,13.8,1,5,14,27,12,3.9,8,7.9,1.0,1.5,Enrolled
1,5,6,9003,0,9,142.3,7,8,22,12,12,145.6,0,0,0,1,1,0,19,0,3,19,16,0,4.5,9,0,12,7,14,6.2,9,11.4,1.9,-0.85,Graduate
